review_id,store_item_id,store_name,user_id,taste_match_rate,is_similar_user,satisfaction,has_text,review_text,has_photo,photo_count,receipt_verified,visit_day_type,visit_time,reported_wait_min,tone_type,mentioned_keywords
crotaco_review_0032,la_crotaco_01,타코무드 성수,기대컨실패,67,FALSE,불만족,TRUE,타코맛이 강해서 크로와상 버터향이 묻힘. 조합이 신기하긴 한데 내 취향은 아님.,TRUE,3,TRUE,평일,아침,45,불만 토로형,크로와상; 원조 느낌
crotaco_review_0033,la_crotaco_01,타코무드 성수,웨이팅싫어,36,FALSE,만족,TRUE,매콤한 정도가 적당해서 좋았다. 엄청 맵진 않고 풍미 있는 매콤함.,FALSE,0,TRUE,주말,저녁,40,조건부 추천형,매콤함
crotaco_review_0034,la_crotaco_01,타코무드 성수,맛없으면안참음,63,FALSE,만족,TRUE,매콤짭짤해서 콜라랑 잘 맞음. 커피보단 탄산 추천 ㅎㅎ,TRUE,2,TRUE,평일,오후,55,밈 섞인 리뷰형+표현강함,매콤함; 짭짤함
crotaco_review_0035,la_crotaco_01,타코무드 성수,크로와상러버,93,TRUE,만족,TRUE,웨이팅 50분은 좀 힘들었는데 한입 먹고 왜 줄 서는지는 알겠더라. 크로와상 결이 바삭하고 속은 짭짤해서 확실히 맛있음.,TRUE,1,FALSE,평일,점심,40,불만 토로형,바삭함; 웨이팅; 짭짤함; 크로와상
crotaco_review_0036,la_crotaco_01,타코무드 성수,타코필링중요,78,TRUE,만족,TRUE,성수에서 유행하는 음식들 중에 이건 먹어볼 가치 있음. 맛이 확실하다.,TRUE,2,TRUE,평일,오후,40,밈 섞인 리뷰형,
crotaco_review_0037,la_crotaco_01,타코무드 성수,소스조절필수,68,FALSE,만족,TRUE,살사랑 사워크림 조합이 좋아서 생각보다 무겁지 않았음. 그래도 한 개 다 먹으면 배부름.,TRUE,4,TRUE,평일,저녁,35,불만 토로형,살사; 소스
crotaco_review_0038,la_crotaco_01,타코무드 성수,살사산미파,76,TRUE,불만족,TRUE,가격이 좀 세다. 필링 많고 사진 잘 나오긴 하는데 재방문은 고민.,TRUE,2,TRUE,주말,오후,45,불만 장문형,가격; 비주얼
crotaco_review_0039,la_crotaco_01,타코무드 성수,고기풍미파,86,TRUE,만족,TRUE,치즈 늘어나는 거 보고 갔는데 성공. 맛도 사진값은 하는 편.,TRUE,2,TRUE,주말,오후,35,조건부 추천형,치즈; 비주얼
crotaco_review_0040,la_crotaco_01,타코무드 성수,치폴레좋아,67,FALSE,만족,TRUE,"릴스에서 본 치즈 늘어나는 그 장면 진짜 나옴. 반 갈랐을 때 치즈랑 살사가 보여서 사진 찍기 좋고, 타코 시즈닝도 꽤 진함 📸",TRUE,1,FALSE,주말,점심,35,장문 후기형+표현강함,치즈; 타코미트; 살사; 비주얼; 짭짤함; 원조 느낌
crotaco_review_0041,la_crotaco_01,타코무드 성수,과카몰리러버,37,FALSE,만족,TRUE,사람 많은 거 싫지만 맛은 인정. 다음엔 평일에 가고 싶음.,TRUE,2,TRUE,주말,아침,50,흥분 극찬형,
crotaco_review_0042,la_crotaco_01,타코무드 성수,할라피뇨가능,55,FALSE,만족,FALSE,,TRUE,1,TRUE,주말,저녁,40,텍스트 없음,
crotaco_review_0043,la_crotaco_01,타코무드 성수,느끼하면탈락,75,TRUE,만족,TRUE,고기 풍미가 생각보다 진해서 좋았음. 그냥 예쁜 메뉴가 아니라 타코맛도 꽤 살아있다.,TRUE,3,TRUE,평일,아침,35,음슴체,타코미트; 원조 느낌
crotaco_review_0044,la_crotaco_01,타코무드 성수,짠맛중요,37,FALSE,불만족,TRUE,웨이팅 때문에 기대가 너무 올라갔나 봄. 맛은 예상 가능한 퓨전 브런치.,TRUE,2,TRUE,평일,저녁,45,흥분 극찬형,웨이팅
crotaco_review_0045,la_crotaco_01,타코무드 성수,바삭한게좋아,44,FALSE,만족,TRUE,크로타코라는 이름만 들었을 땐 웃겼는데 먹어보니 납득됨ㅋㅋ,TRUE,2,TRUE,주말,점심,50,조건부 추천형+표현강함,원조 느낌
crotaco_review_0046,la_crotaco_01,타코무드 성수,눅눅하면실패,92,TRUE,만족,FALSE,,FALSE,0,FALSE,평일,오전,45,텍스트 없음,
crotaco_review_0047,la_crotaco_01,타코무드 성수,커피보다콜라,91,TRUE,만족,TRUE,"맛이 강해서 기억에 남음. 치즈, 살사, 고기 다 확실해서 바이럴될 만하다.",TRUE,2,FALSE,평일,저녁,50,음슴체,치즈; 타코미트; 살사
crotaco_review_0048,la_crotaco_01,타코무드 성수,간식아님식사,39,FALSE,만족,TRUE,겉은 바삭하고 속은 치즈랑 고기가 촉촉해서 식감 대비 좋다.,TRUE,1,FALSE,평일,오전,60,존댓말 정보형,바삭함; 치즈; 타코미트
crotaco_review_0049,la_crotaco_01,타코무드 성수,성수맛지도,53,FALSE,만족,TRUE,포장해가면 눅눅해질까 봐 바로 먹었는데 탁월한 선택이었다.,TRUE,2,FALSE,주말,점심,45,장문 후기형,눅눅함
crotaco_review_0050,la_crotaco_01,타코무드 성수,카페거리방문,81,TRUE,불만족,TRUE,크로와상이 소스에 젖어서 중간부터 눅눅해짐. 첫입은 좋은데 뒤로 갈수록 아쉬웠다.,TRUE,2,TRUE,주말,오후,55,기대 대비 아쉬움형,소스; 눅눅함; 크로와상
crotaco_review_0051,la_crotaco_01,타코무드 성수,주말성수러,49,FALSE,만족,TRUE,크로와상 샌드류 좋아하는데 타코 필링 들어가니까 훨씬 재밌다.,TRUE,2,TRUE,주말,오전,40,짧은 현실형,크로와상; 원조 느낌
crotaco_review_0052,la_crotaco_01,타코무드 성수,평일방문러,52,FALSE,만족,TRUE,"성수 유행템 느낌 제대로. 치즈샷, 살사 색감, 고기 필링 다 있어서 보는 맛이 있다 ✨",TRUE,2,TRUE,평일,오전,60,짧은 현실형+표현강함,치즈; 타코미트; 살사
crotaco_review_0053,la_crotaco_01,타코무드 성수,점심시간탈출,75,TRUE,불만족,TRUE,고기랑 치즈가 많아서 좋은데 너무 무거움. 점심으로 먹기에도 조금 부담.,TRUE,1,TRUE,주말,오전,40,기대 대비 아쉬움형,치즈; 타코미트
crotaco_review_0054,la_crotaco_01,타코무드 성수,퇴근후한입,42,FALSE,만족,TRUE,사진 찍으려고 샀는데 맛있어서 순삭. 이건 비주얼만 있는 메뉴는 아님.,FALSE,0,TRUE,평일,오전,55,반말 후기형,비주얼
crotaco_review_0055,la_crotaco_02,데일리빈 성수역점,먹킷리스트,93,TRUE,불만족,TRUE,맛이 나쁘진 않은데 너무 평범. 재방문은 안 할 듯.,FALSE,0,FALSE,평일,오후,0,불만 장문형,무난함
crotaco_review_0056,la_crotaco_02,데일리빈 성수역점,반신반의,64,FALSE,불만족,TRUE,반 갈라도 비주얼이 별로라 사진 찍을 맛이 안 남.,TRUE,2,TRUE,주말,점심,0,불만 토로형,비주얼
crotaco_review_0057,la_crotaco_02,데일리빈 성수역점,생각보다괜찮,90,TRUE,만족,TRUE,크로타코 입문용. 엄청난 감동은 없지만 괜찮다.,FALSE,0,TRUE,평일,저녁,0,존댓말 정보형,원조 느낌
crotaco_review_0058,la_crotaco_02,데일리빈 성수역점,아쉬운점있음,39,FALSE,만족,TRUE,대기 없어서 좋고 먹기 편함. 본격 멕시칸 느낌보다는 순한 크로와상 샌드에 가까움.,FALSE,0,TRUE,주말,저녁,0,밈 섞인 리뷰형,웨이팅; 크로와상; 원조 느낌
crotaco_review_0059,la_crotaco_02,데일리빈 성수역점,맛은있네,41,FALSE,만족,TRUE,가볍고 순해서 오히려 먹기 편했다. 매운맛 약한 사람에게 추천.,TRUE,1,TRUE,주말,저녁,0,장문 후기형,매콤함
crotaco_review_0060,la_crotaco_02,데일리빈 성수역점,먹어볼만함,55,FALSE,불만족,FALSE,,TRUE,1,TRUE,평일,저녁,0,텍스트 없음,
crotaco_review_0061,la_crotaco_02,데일리빈 성수역점,타코러버,40,FALSE,만족,FALSE,,TRUE,1,TRUE,평일,오후,0,텍스트 없음,
crotaco_review_0062,la_crotaco_02,데일리빈 성수역점,멕시칸좋아,63,FALSE,만족,TRUE,신메뉴 궁금해서 먹어봤는데 후회는 없음.,FALSE,0,FALSE,주말,오전,0,담담 평가형,
crotaco_review_0063,la_crotaco_02,데일리빈 성수역점,웨이팅싫어,36,FALSE,불만족,TRUE,고기 양이 너무 적어서 식사 느낌은 아님. 간식으로도 애매.,TRUE,1,TRUE,평일,점심,0,장문 후기형,타코미트
crotaco_review_0064,la_crotaco_02,데일리빈 성수역점,치즈샷찍음,69,FALSE,만족,TRUE,점심 대용보다는 간식 느낌. 그래도 대기 없는 게 너무 좋았다.,TRUE,1,TRUE,평일,저녁,0,조건부 추천형,웨이팅
crotaco_review_0065,la_crotaco_02,데일리빈 성수역점,매운맛조절필요,45,FALSE,만족,TRUE,성수역점이라 접근성이 압도적. 유행 메뉴 입문용으로 괜찮다.,FALSE,0,TRUE,평일,저녁,0,존댓말 정보형,
crotaco_review_0066,la_crotaco_02,데일리빈 성수역점,고수향감별러,48,FALSE,만족,TRUE,"치즈 풍미가 조금 더 있으면 좋겠지만, 가격 생각하면 무난.",FALSE,0,TRUE,평일,점심,0,음슴체,치즈; 가격; 무난함
crotaco_review_0067,la_crotaco_02,데일리빈 성수역점,바삭후기,39,FALSE,만족,FALSE,,FALSE,0,TRUE,평일,저녁,0,텍스트 없음,
crotaco_review_0068,la_crotaco_02,데일리빈 성수역점,한입만요,86,TRUE,불만족,TRUE,맛이 너무 안전함. 유행템이라기엔 재미가 없다.,FALSE,0,TRUE,주말,저녁,0,불만 장문형,
crotaco_review_0069,la_crotaco_02,데일리빈 성수역점,친구따라옴,39,FALSE,불만족,FALSE,,FALSE,0,FALSE,주말,오전,0,텍스트 없음,
crotaco_review_0070,la_crotaco_02,데일리빈 성수역점,포장해감,67,FALSE,만족,TRUE,친구 기다리면서 먹었는데 적당했다. 손에 많이 묻지 않아서 좋음.,TRUE,1,TRUE,주말,오후,0,존댓말 정보형,
crotaco_review_0071,la_crotaco_02,데일리빈 성수역점,성수근처사는사람,96,TRUE,만족,TRUE,프차 시즌 메뉴라 기대 안 했는데 생각보다 괜찮았음. 타코맛은 약하지만 가격 생각하면 만족.,FALSE,0,TRUE,주말,저녁,0,불만 토로형,가격; 원조 느낌
crotaco_review_0072,la_crotaco_02,데일리빈 성수역점,배고픈리뷰어,35,FALSE,불만족,TRUE,데일리빈이라 편하긴 한데 굳이 이걸 먹어야 하나 싶었음.,FALSE,0,TRUE,주말,점심,0,불만 토로형,
crotaco_review_0073,la_crotaco_02,데일리빈 성수역점,맛잘알되고싶다,50,FALSE,만족,TRUE,크로와상 샌드로 생각하면 괜찮음. 타코라고 생각하면 약할 수도.,TRUE,1,FALSE,주말,아침,0,흥분 극찬형,크로와상; 원조 느낌
crotaco_review_0074,la_crotaco_02,데일리빈 성수역점,매콤짭짤파,49,FALSE,만족,TRUE,타코 시즈닝이 은은해서 부담 없었다. 자극적인 거 싫으면 괜찮음.,FALSE,0,TRUE,평일,점심,0,밈 섞인 리뷰형,타코미트; 원조 느낌
crotaco_review_0075,la_crotaco_02,데일리빈 성수역점,토핑수집가,89,TRUE,만족,TRUE,맛이 엄청 특별하진 않아도 편하게 먹히는 메뉴. 소스가 과하지 않아 좋았다.,FALSE,0,TRUE,주말,아침,0,밈 섞인 리뷰형,소스
crotaco_review_0076,la_crotaco_02,데일리빈 성수역점,패키지수집가,45,FALSE,만족,TRUE,치즈 양은 많지 않은데 그래서 덜 느끼함. 가볍게 먹기엔 괜찮았어.,TRUE,2,TRUE,주말,오전,0,밈 섞인 리뷰형,치즈
crotaco_review_0077,la_crotaco_02,데일리빈 성수역점,사진보다맛,92,TRUE,불만족,FALSE,,TRUE,2,TRUE,주말,점심,0,텍스트 없음,
crotaco_review_0078,la_crotaco_02,데일리빈 성수역점,맛보다비주얼,87,TRUE,만족,TRUE,생각보다 덜 자극적이라 좋았음. 아이스티랑 잘 어울림.,TRUE,2,TRUE,평일,점심,0,장문 후기형,
crotaco_review_0079,la_crotaco_02,데일리빈 성수역점,먹고나서말함,69,FALSE,만족,TRUE,소스가 적당해서 안 눅눅했다. 대신 강한 맛은 기대하면 안 됨.,TRUE,1,TRUE,주말,저녁,0,조건부 추천형,소스; 눅눅함
crotaco_review_0080,la_crotaco_02,데일리빈 성수역점,두입컷,79,TRUE,만족,TRUE,타코무드 줄 보고 포기하고 여기 왔는데 나름 만족. 큰 기대 없으면 괜찮다.,TRUE,3,FALSE,평일,점심,0,존댓말 정보형,웨이팅; 원조 느낌
crotaco_review_0081,la_crotaco_02,데일리빈 성수역점,크로타코헌터,48,FALSE,만족,FALSE,,FALSE,0,TRUE,주말,저녁,0,텍스트 없음,
crotaco_review_0082,la_crotaco_02,데일리빈 성수역점,브런치간식러,92,TRUE,불만족,TRUE,치즈랑 소스가 부족해서 퍽퍽했다. 커피랑 먹어도 아쉬움.,TRUE,2,TRUE,평일,아침,0,기대 대비 아쉬움형,치즈; 소스
crotaco_review_0083,la_crotaco_02,데일리빈 성수역점,필링많이파,59,FALSE,만족,FALSE,,FALSE,0,TRUE,주말,점심,0,텍스트 없음,
crotaco_review_0084,la_crotaco_02,데일리빈 성수역점,살사듬뿍,56,FALSE,만족,TRUE,바쁜 점심에 사 먹기 좋다. 자극적인 맛 싫어하면 오히려 이쪽이 편할 수도.,FALSE,0,TRUE,평일,오후,0,반말 후기형,
crotaco_review_0085,la_crotaco_02,데일리빈 성수역점,치즈많이요,66,FALSE,만족,TRUE,맛집 찾아가기 귀찮으면 여기서 충분히 체험 가능.,TRUE,3,TRUE,평일,점심,0,조건부 추천형,
crotaco_review_0086,la_crotaco_02,데일리빈 성수역점,과카추가요,92,TRUE,불만족,TRUE,치즈가 거의 안 늘어나서 아쉬웠음. 반갈샷 기대하면 실망할 듯.,FALSE,0,FALSE,평일,오전,0,기대 대비 아쉬움형,치즈; 비주얼
crotaco_review_0087,la_crotaco_02,데일리빈 성수역점,타코시즈닝좋아,46,FALSE,불만족,FALSE,,FALSE,0,FALSE,평일,오전,0,텍스트 없음,
crotaco_review_0088,la_crotaco_02,데일리빈 성수역점,소스범벅주의,60,FALSE,불만족,FALSE,,TRUE,2,TRUE,평일,저녁,0,텍스트 없음,
crotaco_review_0089,la_crotaco_02,데일리빈 성수역점,결살아야함,39,FALSE,만족,TRUE,대기 없는 게 최고 ㅎㅎ 성수에서 시간 없을 때 들르기 좋음.,FALSE,0,TRUE,평일,오후,0,담담 평가형+표현강함,웨이팅
crotaco_review_0090,la_crotaco_02,데일리빈 성수역점,버터향찾는중,37,FALSE,만족,FALSE,,FALSE,0,TRUE,평일,점심,0,텍스트 없음,
crotaco_review_0091,la_crotaco_02,데일리빈 성수역점,또먹을지도,59,FALSE,만족,TRUE,프차 메뉴라 그런지 안정적인 맛. 재구매할 수도 있음.,FALSE,0,TRUE,평일,저녁,0,음슴체,
crotaco_review_0092,la_crotaco_02,데일리빈 성수역점,재방문고민중,38,FALSE,불만족,TRUE,크로와상이 살짝 눅눅했고 필링도 적었다. 가격은 싸지만 만족도도 그만큼.,FALSE,0,TRUE,평일,오후,0,기대 대비 아쉬움형,가격; 눅눅함; 크로와상
crotaco_review_0093,la_crotaco_02,데일리빈 성수역점,바삭하면합격,77,TRUE,불만족,FALSE,,FALSE,0,TRUE,평일,저녁,0,텍스트 없음,
crotaco_review_0094,la_crotaco_02,데일리빈 성수역점,리뷰쓰는햄스터,54,FALSE,불만족,TRUE,순한 건 좋은데 그만큼 재미가 없음. 유행 메뉴 느낌은 약했다.,FALSE,0,TRUE,주말,오전,0,불만 토로형,
crotaco_review_0095,la_crotaco_02,데일리빈 성수역점,성수또감,96,TRUE,만족,TRUE,가격이 낮아서 부담 없음. 맛은 무난하지만 실패했다는 느낌은 아니었음.,FALSE,0,FALSE,평일,오후,0,불만 토로형,가격; 무난함
crotaco_review_0096,la_crotaco_02,데일리빈 성수역점,오늘의한끼,73,TRUE,만족,TRUE,순한 살사맛이라 매운 거 못 먹는 사람도 먹을 수 있을 듯.,FALSE,0,TRUE,주말,아침,0,밈 섞인 리뷰형,살사; 매콤함
crotaco_review_0097,la_crotaco_02,데일리빈 성수역점,짭짤함최고,68,FALSE,만족,TRUE,가격 대비 괜찮음. 퓨전 메뉴를 편하게 먹어볼 수 있다는 점이 장점.,TRUE,1,TRUE,주말,아침,0,짧은 현실형,가격
crotaco_review_0098,la_crotaco_03,칠리브라운 연무장,매운거좋아,75,TRUE,만족,TRUE,칠리브라운은 반갈샷보다 먹었을 때 더 좋은 타입. 한입마다 필링이 균형 있게 들어옴.,TRUE,3,TRUE,주말,오전,15,취향 저격 장문형,비주얼
crotaco_review_0099,la_crotaco_03,칠리브라운 연무장,매운거못먹음,53,FALSE,불만족,FALSE,,FALSE,0,TRUE,주말,오후,15,텍스트 없음,
crotaco_review_0100,la_crotaco_03,칠리브라운 연무장,고기파,73,TRUE,만족,TRUE,이런 퓨전 메뉴는 보통 과한데 여긴 균형감이 좋다. 고기맛도 제대로 나고 치즈도 느끼하지 않음.,FALSE,0,TRUE,주말,오후,20,취향 저격 장문형,치즈; 타코미트
crotaco_review_0101,la_crotaco_03,칠리브라운 연무장,채소도중요,93,TRUE,만족,TRUE,여긴 크로타코를 진짜 음식처럼 잘 만든 느낌. 그냥 치즈샷용 메뉴가 아니라 한 끼로 먹어도 괜찮음.,TRUE,1,TRUE,주말,오후,15,과몰입 추천형,치즈; 짭짤함; 원조 느낌
crotaco_review_0102,la_crotaco_03,칠리브라운 연무장,점심으로가능,94,TRUE,만족,TRUE,연무장길 안쪽이라 덜 알려진 것 같은데 맛은 진짜 알참. 취향 비슷한 사람들 여기 저장해줘…,FALSE,0,FALSE,평일,아침,5,취향 저격 장문형,짭짤함
crotaco_review_0103,la_crotaco_03,칠리브라운 연무장,유행템체험단,67,FALSE,만족,TRUE,"바삭한 결, 짭짤한 치즈, 산뜻한 살사 조합이 좋음. 과하지 않게 맛있는 퓨전.",TRUE,3,TRUE,평일,저녁,15,취향 저격 장문형,바삭함; 치즈; 살사; 짭짤함
crotaco_review_0104,la_crotaco_03,칠리브라운 연무장,일단저장,81,TRUE,만족,TRUE,바삭한 크로와상 좋아하고 짭짤한 필링 좋아하면 만족할 확률 높음. 나랑 취향 같으면 무조건 추천!,TRUE,1,TRUE,주말,저녁,15,취향 저격 장문형,바삭함; 짭짤함; 크로와상
crotaco_review_0105,la_crotaco_03,칠리브라운 연무장,맛의기록,89,TRUE,만족,TRUE,"칠리브라운 진짜 내 취향. 크로와상 결이 살아있고 타코 필링이 짭짤한데 과하게 자극적이지 않음. 바삭한 식감이랑 치즈, 살사 밸런스 보는 사람은 여기 가야 됨 🥹",TRUE,1,FALSE,평일,오후,20,마니아 극찬형+표현강함,바삭함; 치즈; 살사; 짭짤함; 크로와상; 원조 느낌
crotaco_review_0106,la_crotaco_03,칠리브라운 연무장,카페디저트러아님,90,TRUE,만족,TRUE,살사가 신선해서 좋았음. 소스 많은데도 눅눅하지 않아서 신기했다.,TRUE,1,TRUE,평일,오후,20,흥분 극찬형,살사; 소스; 눅눅함
crotaco_review_0107,la_crotaco_03,칠리브라운 연무장,텍스멕스좋아,90,TRUE,만족,TRUE,"매콤함, 치즈, 살사 산미가 다 적당함. 자극적인 메뉴인데도 깔끔하게 먹힘.",TRUE,1,FALSE,주말,아침,15,마니아 극찬형,치즈; 살사; 매콤함
crotaco_review_0108,la_crotaco_03,칠리브라운 연무장,살사러버,76,TRUE,만족,TRUE,작은 식당이라 기대 안 했는데 진짜 잘함. 유행 메뉴를 자기 스타일로 제대로 만든 느낌.,TRUE,1,FALSE,평일,저녁,15,마니아 극찬형,짭짤함
