review_id,store_item_id,store_name,user_id,taste_match_rate,is_similar_user,satisfaction,has_text,review_text,has_photo,photo_count,receipt_verified,visit_day_type,visit_time,reported_wait_min
review_0017,macao_cookie_01,오븐스테이 성수,디저트는못참지,87,TRUE,만족,TRUE,기본 커스터드 먹었는데 크림 진하고 쿠키 바디가 부드러움. 겉만 딱딱한 게 아니라 좋았음.,TRUE,2,TRUE,평일,오전,35
review_0018,macao_cookie_01,오븐스테이 성수,기본맛수호자,40,FALSE,만족,TRUE,이거 먹으려고 성수 온 건데 성공했다. 크랙 소리 듣는 재미가 반 이상임ㅠㅠ,TRUE,1,TRUE,주말,아침,70
review_0019,macao_cookie_01,오븐스테이 성수,말차도둑,39,FALSE,만족,TRUE,반갈했을 때 크림 색이 너무 예쁨. 맛도 사진값은 한다.,TRUE,3,TRUE,주말,점심,70
review_0020,macao_cookie_01,오븐스테이 성수,소금빵말고쿠키,58,FALSE,만족,TRUE,"유행템 너무 기대하면 실망할까 봐 마음 비우고 갔는데 꽤 성공. 커스터드가 많아서 입안 가득 차는 느낌이 좋고, 계란향도 부담스럽진 않았음. 다만 가격이랑 웨이팅 생각하면 ‘또 갈래?’에는 약간 고민됨,, 그래도 한 번은 먹어볼 만해.",FALSE,0,FALSE,평일,아침,45
review_0021,macao_cookie_01,오븐스테이 성수,달다구리박사,72,TRUE,만족,TRUE,크림이 넉넉해서 좋았고 쿠키 부분이 생각보다 촉촉했음. 퍼석하지 않아서 만족. ㅎㅎ,FALSE,0,TRUE,평일,점심,50
review_0022,macao_cookie_01,오븐스테이 성수,퇴근후디저트,52,FALSE,만족,TRUE,반갈샷 찍고 먹는 재미가 확실함. 디저트가 이벤트처럼 느껴져서 좋았어욤,TRUE,2,TRUE,주말,저녁,60
review_0023,macao_cookie_01,오븐스테이 성수,리뷰쓰는햄스터,41,FALSE,만족,TRUE,먹기 전엔 과대평가 같았는데 먹고 나니 왜 저장 많이 되는지 알겠더라.,FALSE,0,FALSE,평일,점심,65
review_0024,macao_cookie_01,오븐스테이 성수,감성카페불신자,78,TRUE,만족,TRUE,"여긴 진짜 바이럴 메뉴가 왜 바이럴되는지 보여줌… 반 갈랐을 때 크림 색 예쁘고, 겉면이 딱딱하게 굳은 설탕막처럼 ‘톡’ 깨지는 게 영상 찍고 싶게 만듦. 맛은 달고 진한 편이라 단 거 좋아하는 친구는 완전 좋아했고, 나는 반 개까진 극락이었다 ㅎㅎ",FALSE,0,FALSE,주말,아침,60
review_0025,macao_cookie_01,오븐스테이 성수,사진부터찍음,39,FALSE,만족,TRUE,먹자마자 아 이래서 유명하구나 싶었음. 코팅 얇진 않은데 바삭하게 깨지는 느낌이 중독적이다.!!,TRUE,1,TRUE,평일,오후,50
review_0026,macao_cookie_01,오븐스테이 성수,오늘도반갈,74,TRUE,만족,TRUE,크림 많은 디저트 좋아하면 만족할 듯. 계란 커스터드가 꽤 진하고 부드러움.,FALSE,0,FALSE,평일,오전,50
review_0027,macao_cookie_01,오븐스테이 성수,노웨이팅최고,83,TRUE,만족,TRUE,오픈런까진 아닌데 40분 기다림... 그래도 크림 양 많고 계란과자 같은 향이 좋아서 만족.,FALSE,0,TRUE,평일,오후,35
review_0028,macao_cookie_01,오븐스테이 성수,마카오가보자고,86,TRUE,불만족,TRUE,가격이랑 웨이팅 생각하면 재방문은 안 할래요. 사진용으로는 예쁨. 📸,TRUE,2,FALSE,주말,오후,60
review_0029,macao_cookie_01,오븐스테이 성수,계란향감별러,64,FALSE,만족,TRUE,사진으로만 보면 그냥 예쁜 쿠키겠거니 했는데 식감이 재밌다. 겉은 꽤 바삭하게 깨지고 안은 부드러운 계란과자+커스터드 느낌? 성수 유명템치고 맛이 허무하진 않았음. 줄만 좀 짧으면 좋겠어요 제발…,TRUE,2,TRUE,평일,오전,50
review_0030,macao_cookie_01,오븐스테이 성수,먹어본사람,58,FALSE,만족,TRUE,"솔직히 웨이팅 보자마자 ‘내가 쿠키 하나 먹자고 이러고 있나…’ 싶었는데 첫입 먹고 납득함ㅋㅋ 겉 코팅 깨지는 소리가 진짜 시원하고, 안쪽 커스터드가 생각보다 묽지 않고 꽉 찬 느낌이라 좋았음. 다만 단맛은 꽤 강해서 아아 없이 먹으면 금방 물릴 듯 ☕",FALSE,0,TRUE,주말,저녁,70
review_0031,macao_cookie_01,오븐스테이 성수,성수디저트메이트,49,FALSE,만족,FALSE,,TRUE,2,TRUE,주말,오전,60
review_0032,macao_cookie_01,오븐스테이 성수,크림주의보,62,FALSE,불만족,TRUE,너무 달아서 두 입 먹고 물림... 유명한 이유는 알겠는데 내 취향은 아니었다.,FALSE,0,TRUE,평일,저녁,40
review_0033,macao_cookie_01,오븐스테이 성수,호불호탐지기,59,FALSE,만족,TRUE,맛은 확실히 있음!! 근데 나처럼 단 거 좋아하는 사람 기준으로 맛있다는 말임.,FALSE,0,TRUE,주말,아침,40
review_0034,macao_cookie_01,오븐스테이 성수,빵또아님,68,FALSE,만족,TRUE,줄만 좀 짧으면 재방문 의사 있음. 맛 자체는 성수에서 먹은 디저트 중 상위권. ㅎㅎ,FALSE,0,FALSE,평일,오후,40
review_0035,macao_cookie_01,오븐스테이 성수,먹킷리스트,94,TRUE,만족,TRUE,릴스에서 보던 그 소리 진짜 남. 겉 코팅 깨질 때 쾌감 있고 크림도 듬뿍이라 한 번쯤 먹어볼 만함! ✨,FALSE,0,TRUE,주말,아침,70
review_0036,macao_cookie_01,오븐스테이 성수,디저트과몰입,58,FALSE,만족,TRUE,코팅이 고급스럽게 깨진다기보단 와장창 느낌인데 그게 또 매력 있음. ㅎㅎ,FALSE,0,TRUE,주말,오후,70
review_0037,macao_cookie_01,오븐스테이 성수,오븐냄새좋아,91,TRUE,만족,TRUE,"오븐스테이는 확실히 첫 경험으로 좋음. 크랙감 강하고 크림 많고 딱 사람들이 릴스에 올릴 만한 요소가 다 있음 !.! 대신 섬세한 맛이라기보다는 직관적으로 달고 화려한 맛이라, 덜 단 거 좋아하는 사람은 한입 먹고 멈출 수도.",TRUE,1,TRUE,평일,아침,60
review_0038,macao_cookie_01,오븐스테이 성수,커피랑먹자,67,FALSE,만족,FALSE,,FALSE,0,TRUE,평일,아침,70
review_0039,macao_cookie_01,오븐스테이 성수,반갈샷중독,60,FALSE,만족,TRUE,친구랑 반 나눠먹었는데 둘 다 맛있다고 함. 꽤 달아서 혼자 하나 다 먹으면 물릴 수도. 😋,FALSE,0,TRUE,주말,저녁,45
review_0040,macao_cookie_01,오븐스테이 성수,카페지도저장러,72,TRUE,만족,FALSE,,FALSE,0,TRUE,주말,저녁,55
review_0041,macao_cookie_01,오븐스테이 성수,디저트유목민,41,FALSE,만족,TRUE,유명세 때문에 기대 낮추고 갔는데 생각보다 맛있었다. 웨이팅만 빼면 괜찮음.,FALSE,0,TRUE,주말,오후,70
review_0042,macao_cookie_01,오븐스테이 성수,먹는게남는거,83,TRUE,만족,TRUE,비싸긴 한데 크림 양이 많아서 납득은 됨. 가벼운 간식보단 디저트 한 끼 느낌.,FALSE,0,TRUE,주말,오후,70
review_0043,macao_cookie_01,오븐스테이 성수,주말성수러,48,FALSE,만족,TRUE,"겉은 빠삭, 안은 크림 폭탄. 이런 거 좋아하는 사람은 그냥 가세요.",TRUE,1,TRUE,주말,오전,55
review_0044,macao_cookie_01,오븐스테이 성수,혼카페러,59,FALSE,만족,TRUE,평일 낮인데도 대기 있었음. 그래도 회전은 생각보다 빨랐고 맛도 납득 가능.,FALSE,0,TRUE,주말,저녁,55
review_0045,macao_cookie_01,오븐스테이 성수,크랙소리수집가,38,FALSE,만족,FALSE,,TRUE,4,TRUE,평일,오후,55
review_0046,macao_cookie_01,오븐스테이 성수,쿠키는바삭해야,78,TRUE,불만족,TRUE,기대가 너무 컸나 봄. 맛은 있는데 1시간 가까이 기다릴 맛은 절대 아님ㅋㅋ..,TRUE,2,TRUE,주말,아침,45
review_0047,macao_cookie_01,오븐스테이 성수,크림은진해야,41,FALSE,만족,TRUE,웨이팅 긴 거 알고 갔는데도 사람 많아서 놀람. 그래도 유행템 체험용으로는 만족.,TRUE,2,TRUE,주말,저녁,45
review_0048,macao_cookie_01,오븐스테이 성수,단맛조절필요,64,FALSE,만족,TRUE,사진 찍는 사람 많아서 정신없었지만 맛은 확실히 좋았음. 성수 유행템 그 자체.,TRUE,1,FALSE,주말,아침,55
review_0049,macao_cookie_01,오븐스테이 성수,내돈내산러,81,TRUE,만족,FALSE,,TRUE,4,TRUE,평일,아침,70
review_0050,macao_cookie_01,오븐스테이 성수,후식배따로,53,FALSE,만족,TRUE,한입 먹자마자 친구가 와 이거 찐이다 함. 딱 그런 반응 나오는 맛!,FALSE,0,FALSE,주말,오후,40
review_0051,macao_cookie_01,오븐스테이 성수,간식연구원,73,TRUE,만족,TRUE,비주얼로만 뜬 줄 알았는데 맛도 꽤 괜찮았다. 다만 단맛이 세서 아메리카노 필수.,TRUE,4,FALSE,주말,오후,50
review_0052,macao_cookie_01,오븐스테이 성수,성수산책러,39,FALSE,만족,FALSE,,TRUE,2,TRUE,주말,오전,40
review_0053,macao_cookie_02,데일리빈 성수역점,우유랑먹음,81,TRUE,만족,FALSE,,FALSE,0,TRUE,평일,오전,0
review_0054,macao_cookie_02,데일리빈 성수역점,진한맛파,55,FALSE,불만족,TRUE,만족 누르기 애매한 맛. 싸니까 이해는 하는데 추천은 못 하겠다;,FALSE,0,TRUE,평일,오전,0
review_0055,macao_cookie_02,데일리빈 성수역점,덜단거좋아,69,FALSE,만족,TRUE,"데일리빈은 그냥 편한 게 장점임. 성수역에서 바로 사고 바로 먹을 수 있어서 좋았고, 가격도 다른 데 비하면 부담 없음. 엄청난 크랙감이나 진한 커스터드를 기대하면 안 되는데, ‘유행템 맛만 가볍게 보고 싶다’면 괜찮은 선택지.",FALSE,0,TRUE,주말,아침,0
review_0056,macao_cookie_02,데일리빈 성수역점,버터향찾는중,50,FALSE,만족,TRUE,맛집 찾아갈 시간 없어서 먹었는데 괜찮았음ㅎㅎ 편의성이 장점.,FALSE,0,TRUE,평일,저녁,0
review_0057,macao_cookie_02,데일리빈 성수역점,딱한입만,66,FALSE,불만족,TRUE,프랜차이즈라 어느 정도 예상은 했지만 너무 안전한 맛… 커스터드도 약하고 코팅도 약하고 전체적으로 기억에 안 남았다. 대기 없는 건 좋았지만 맛으로 추천하긴 애매.,FALSE,0,TRUE,주말,저녁,0
review_0058,macao_cookie_02,데일리빈 성수역점,포장해감,83,TRUE,만족,TRUE,대기 없어서 좋았고 가격도 부담 없었음. 크랙감은 약하지만 커피랑 먹기 무난해요.,FALSE,0,TRUE,평일,저녁,0
review_0059,macao_cookie_02,데일리빈 성수역점,웨이팅싫어,49,FALSE,만족,TRUE,프차 시즌 메뉴라 큰 기대 안 했는데 생각보다 나쁘지 않았다. 코팅이 막 톡 깨지는 느낌은 약하지만 계란과자 향이 은은하고 너무 달지 않아서 오히려 편하게 먹힘. 화려한 맛은 아니고 무난한 간식 쪽 🙂,TRUE,2,TRUE,평일,저녁,0
review_0060,macao_cookie_02,데일리빈 성수역점,웨이팅한사람,96,TRUE,만족,FALSE,,TRUE,3,FALSE,평일,오전,0
review_0061,macao_cookie_02,데일리빈 성수역점,에그타르트러버,63,FALSE,만족,TRUE,프랜차이즈라 별 기대 안 했는데 생각보다 나쁘지 않았다. 계란과자 향 살짝 남.,FALSE,0,TRUE,평일,오전,0
review_0062,macao_cookie_02,데일리빈 성수역점,카페투어중,60,FALSE,만족,FALSE,,FALSE,0,TRUE,평일,점심,0
review_0063,macao_cookie_02,데일리빈 성수역점,입맛까다로움,44,FALSE,불만족,TRUE,유행이라 사봤는데 기억에 남는 맛이 없음. 다음엔 다른 곳 갈래....,TRUE,1,TRUE,주말,오전,0
review_0064,macao_cookie_02,데일리빈 성수역점,커스터드중독,73,TRUE,불만족,TRUE,아무리 프차라지만 너무 안전하게 만든 맛. 그냥 유명한데 가세요..,TRUE,2,TRUE,평일,아침,0
review_0065,macao_cookie_02,데일리빈 성수역점,디저트로기분전환,60,FALSE,불만족,TRUE,계란과자 향은 나는데 크림이 없어서 목 막힘. 커피 없으면 힘들어요.,FALSE,0,FALSE,주말,점심,0
review_0066,macao_cookie_02,데일리빈 성수역점,릴스보고옴,85,TRUE,불만족,TRUE,가격은 싼데 그만큼 평범함. 마카오 크랙쿠키라기엔 완성도가 낮아 보임.,FALSE,0,TRUE,평일,점심,0
review_0067,macao_cookie_02,데일리빈 성수역점,맛잘알되고싶다,46,FALSE,만족,TRUE,출근 전에 사 먹었는데 대기 없어서 최고. 맛은 평범하지만 가격 생각하면 만족.,FALSE,0,TRUE,평일,저녁,0
review_0068,macao_cookie_02,데일리빈 성수역점,빵순아님빵왕,60,FALSE,만족,FALSE,,FALSE,0,TRUE,평일,오후,0
review_0069,macao_cookie_02,데일리빈 성수역점,하루한디저트,46,FALSE,만족,TRUE,"줄 서는 거 싫어해서 여기로 왔는데 나름 만족. 유명 카페들처럼 크림이 터지는 스타일은 아니지만 깔끔하고 가볍다. 커피랑 같이 먹으면 괜찮고, 가격 생각하면 불평하기 애매함ㅋㅋ",FALSE,0,TRUE,주말,점심,0
review_0070,macao_cookie_02,데일리빈 성수역점,성수근처사는사람,93,TRUE,만족,FALSE,,FALSE,0,TRUE,주말,오후,0
review_0071,macao_cookie_02,데일리빈 성수역점,오후당충전,63,FALSE,만족,TRUE,가성비는 여기가 제일 낫다. 성수에서 3천원대면 일단 감사함.,FALSE,0,FALSE,주말,아침,0
review_0072,macao_cookie_02,데일리빈 성수역점,달면다좋아,50,FALSE,만족,TRUE,달지 않아서 나는 괜찮았음. 화려한 맛은 아니고 진짜 무난한 간식.,TRUE,1,TRUE,평일,점심,0
review_0073,macao_cookie_02,데일리빈 성수역점,담백파인데,41,FALSE,불만족,FALSE,,FALSE,0,TRUE,평일,오전,0
review_0074,macao_cookie_02,데일리빈 성수역점,기대컨실패,62,FALSE,불만족,TRUE,사진도 맛도 너무 무난. 리뷰 보고 기대했으면 실망했을 듯.,TRUE,2,TRUE,평일,오전,0
review_0075,macao_cookie_02,데일리빈 성수역점,재방문고민중,60,FALSE,만족,TRUE,크림은 적은데 그래서 오히려 덜 느끼함. 가볍게 하나 먹기엔 좋았다.,FALSE,0,TRUE,평일,오후,0
review_0076,macao_cookie_02,데일리빈 성수역점,찐후기씀,50,FALSE,만족,TRUE,단짠은 약하지만 질리지 않는 맛. 나는 너무 진한 것보다 이게 편했다. ✨,TRUE,1,TRUE,주말,점심,0
review_0077,macao_cookie_02,데일리빈 성수역점,예쁜거좋아,58,FALSE,만족,TRUE,엄청난 맛은 아닌데 자꾸 손이 가는 담백한 쪽. 나는 나쁘지 않았어.,FALSE,0,FALSE,주말,오후,0
review_0078,macao_cookie_02,데일리빈 성수역점,원조맛찾음,38,FALSE,만족,FALSE,,FALSE,0,FALSE,주말,점심,0
review_0079,macao_cookie_02,데일리빈 성수역점,비주얼에약함,81,TRUE,불만족,FALSE,,TRUE,1,TRUE,주말,오전,0
review_0080,macao_cookie_02,데일리빈 성수역점,먹고울뻔,54,FALSE,만족,TRUE,엄청 특별한 메뉴라기보단 괜찮은 디저트 신메뉴. 그래도 가격 때문에 만족.,FALSE,0,TRUE,평일,점심,0
review_0081,macao_cookie_02,데일리빈 성수역점,무난한게좋아,78,TRUE,불만족,TRUE,겉 코팅이 거의 안 느껴짐. 이름에 비해 식감 포인트가 약해서 아쉬웠다.,TRUE,3,FALSE,주말,오전,0
review_0082,macao_cookie_02,데일리빈 성수역점,계란맛좋아,45,FALSE,만족,TRUE,마카오 크랙쿠키가 뭔지 궁금해서 먹었는데 입문용으로 괜찮았어요.,TRUE,1,TRUE,평일,점심,0
review_0083,macao_cookie_02,데일리빈 성수역점,커스터드냠,55,FALSE,불만족,TRUE,겉이 바삭하지 않고 약간 말라 있는 느낌이었다. 내 거만 그랬나?ㅠㅠ,FALSE,0,TRUE,평일,오전,0
review_0084,macao_cookie_02,데일리빈 성수역점,사진찍고먹기,90,TRUE,만족,TRUE,커피랑 세트로 먹으니 괜찮다. 단독으로는 조금 심심할 수 있음.,TRUE,1,FALSE,주말,점심,0
review_0085,macao_cookie_02,데일리빈 성수역점,줄서는거싫다,53,FALSE,불만족,TRUE,이름은 마카오 크랙쿠키인데 크랙이 거의 안 느껴졌음. 그냥 부드러운 계란쿠키에 가까워서 좀 아쉬웠다. 싸고 편한 건 맞는데 유행템 특유의 재미가 부족함.,TRUE,1,FALSE,주말,오전,0
review_0086,macao_cookie_02,데일리빈 성수역점,달달구리수집,40,FALSE,만족,TRUE,성수역 바로 근처라 그냥 사 먹기 편함. 큰 기대 안 하면 꽤 괜찮은 시즌 디저트.,FALSE,0,FALSE,주말,점심,0
review_0087,macao_cookie_02,데일리빈 성수역점,마카오쿠키입문,81,TRUE,만족,FALSE,,FALSE,0,TRUE,평일,오전,0
review_0088,macao_cookie_02,데일리빈 성수역점,먹어보고말함,62,FALSE,만족,TRUE,유행템 맛만 보고 싶으면 여기 괜찮음. 굳이 줄 서기 싫은 사람한테 추천.,FALSE,0,FALSE,평일,아침,0
review_0089,macao_cookie_02,데일리빈 성수역점,반반취향,53,FALSE,불만족,TRUE,"반 갈랐는데 크림이 생각보다 적어서 사진 찍을 맛도 안 남. 가격이 싸서 이해는 하는데, 마카오 크랙쿠키를 제대로 먹어봤다는 느낌은 안 들었음ㅠ",FALSE,0,TRUE,주말,점심,0
review_0090,macao_cookie_02,데일리빈 성수역점,성수갈때마다,82,TRUE,만족,TRUE,"엄청 특별하진 않음. 근데 대기 없고 3천원대라서 갑자기 당 떨어질 때 먹기 좋다. 크랙쿠키 입문용? 그런 느낌. ‘인생 디저트’를 기대하면 실망, ‘궁금해서 먹어봄’이면 괜찮음.",TRUE,3,FALSE,주말,아침,0
review_0091,macao_cookie_02,데일리빈 성수역점,후회없는간식,64,FALSE,만족,TRUE,대기 없이 바로 산 게 제일 좋았음. 유행 메뉴를 가볍게 체험하는 느낌.,TRUE,1,TRUE,주말,저녁,0
review_0092,macao_cookie_02,데일리빈 성수역점,크림과자러버,92,TRUE,만족,TRUE,가볍게 먹기 좋아요. 크림 많은 거 싫으면 여기 나쁘지 않음.,FALSE,0,TRUE,주말,아침,0
review_0093,macao_cookie_02,데일리빈 성수역점,디저트취향확고,51,FALSE,만족,FALSE,,TRUE,1,TRUE,주말,저녁,0
review_0094,macao_cookie_02,데일리빈 성수역점,또먹을지도,58,FALSE,만족,TRUE,가볍고 깔끔해서 재구매 의사 있음. 대신 바이럴 사진 같은 건 기대하면 안 됨.,FALSE,0,FALSE,주말,점심,0
review_0095,macao_cookie_02,데일리빈 성수역점,쿠키한입,58,FALSE,만족,TRUE,성수역점 직원분 빠르게 응대해줘서 좋았고 쿠키도 따뜻할 때 먹으니 괜찮았다. 😋,TRUE,2,TRUE,주말,오전,0
review_0096,macao_cookie_02,데일리빈 성수역점,카페메모장,72,TRUE,불만족,TRUE,크림 양이 너무 적어요. 반 갈랐는데 사진 찍을 것도 별로 없었음.,TRUE,1,TRUE,평일,저녁,0
review_0097,macao_cookie_03,베이크포레 연무장,커스터드러버,59,FALSE,불만족,TRUE,평이 좋아서 기대했는데 나는 좀 얌전하게 느껴졌음. 단맛 세고 크림 많은 스타일을 좋아하면 오븐스테이 쪽이 더 맞을 듯. 맛없다는 건 아니고 내 취향과 방향이 달랐다.,FALSE,0,TRUE,평일,오후,20
review_0098,macao_cookie_03,베이크포레 연무장,찐득한거좋아,64,FALSE,불만족,TRUE,"찾아가는 길이 애매했고, 생각보다 크랙 소리가 강하진 않았다. 섬세한 맛인 건 알겠는데 유행템다운 임팩트를 기대하면 조금 심심할 수 있음.",TRUE,1,TRUE,평일,오전,25
review_0099,macao_cookie_03,베이크포레 연무장,꾸덕파,79,TRUE,만족,TRUE,"연무장길 안쪽이라 살짝 찾아가야 하는데 그 수고가 아깝진 않았음. 코팅이 얇게 깨지면서 쿠키가 촉촉하게 씹히는 게 좋고, 커스터드도 계란향이 부담스럽지 않다. 재방문 의사 있음!!",FALSE,0,FALSE,주말,아침,10
review_0100,macao_cookie_03,베이크포레 연무장,느끼하면탈락,83,TRUE,만족,TRUE,단맛 강한 디저트 먹으면 금방 질리는 편인데 여긴 밸런스가 좋음. 솔티 포인트가 은근히 있어서 커스터드가 더 고소하게 느껴진다. 막 ‘와 비주얼 미쳤다’는 아닌데 먹고 나서 계속 생각나는 쪽.,TRUE,1,TRUE,평일,오전,10
review_0101,macao_cookie_03,베이크포레 연무장,부드러운맛파,79,TRUE,만족,TRUE,"여기 진짜 내 취향 버튼 누른 줄… 겉 코팅이 과하게 두껍지 않고 얇게 ‘톡’ 깨지는데, 안쪽 쿠키 바디는 촉촉하고 커스터드는 진함. 단맛만 때려넣은 게 아니라 끝에 살짝 짭짤해서 계속 먹게 됨. 바삭+버터리+단짠 좋아하는 사람은 베이크포레 꼭 가세요 제발 🥹",TRUE,1,TRUE,주말,오전,25
review_0102,macao_cookie_03,베이크포레 연무장,바삭하면합격,75,TRUE,만족,TRUE,"여긴 마니아들이 조용히 가는 맛집 느낌. 반갈샷 화려하진 않아도 맛 완성도가 좋다., 여기 더 유명해져야돼..아니 유명해지지마…..😭",TRUE,1,FALSE,평일,오전,5
review_0103,macao_cookie_03,베이크포레 연무장,오독오독파,86,TRUE,만족,TRUE,이건 마니아층 생길 맛임. 겉 크랙감으로 어그로 끌고 끝나는 게 아니라 안쪽 완성도가 좋다. 버터향 좋아하고 너무 단 거 싫은 사람은 여기 가면 행복할 확률 높음 ㅠㅠ ㅎㅎ,TRUE,2,TRUE,주말,오후,15
review_0104,macao_cookie_03,베이크포레 연무장,달지않게요,77,TRUE,만족,TRUE,내가 원하던 마카오 크랙쿠키가 이거였음. 겉은 얇게 깨지고 속은 부드러운데 느끼하지 않다🥹,TRUE,1,TRUE,평일,아침,20
review_0105,macao_cookie_03,베이크포레 연무장,친구따라옴,96,TRUE,만족,TRUE,"나랑 취향 비슷한 사람이라면 여기 진짜 추천. 너무 달고 크림 많은 스타일보다, 식감이랑 풍미 밸런스 보는 사람들한테 맞을 듯. 작은 카페라 리뷰는 적은데 만족도 높은 이유 알겠음.",TRUE,1,TRUE,주말,오후,5
review_0106,macao_cookie_03,베이크포레 연무장,커스터드평론가,73,TRUE,만족,TRUE,"진짜 과장 아니고 내가 원하던 크랙쿠키에 제일 가까웠다. 겉은 얇고 바삭, 속은 부드럽고 살짝 쫀득, 크림은 진하지만 안 물림. 이런 식감 취향이면 여기 저장해두세요… 유명해지면 웨이팅 길어질까 봐 무섭다ㅋㅋ",TRUE,1,FALSE,평일,저녁,15
review_0107,macao_cookie_03,베이크포레 연무장,오픈런못함,56,FALSE,만족,TRUE,"오븐스테이처럼 화려한 바이럴 느낌은 아닌데, 먹잘알들이 좋아할 맛은 여기가 맞는 듯. 커스터드가 진한데 느끼하지 않고 쿠키가 퍼석하지 않음. 리뷰 수 적어서 걱정했는데 오히려 조용히 잘 만든 디저트 발견한 느낌.",FALSE,0,TRUE,평일,오전,10
review_0108,macao_cookie_03,베이크포레 연무장,웨이팅포기각,79,TRUE,만족,TRUE,"바삭한 거, 버터향, 과하지 않은 단맛 좋아하면 베이크포레 꼭 가야 됨. 나랑 취향 비슷한 사람들 제발 여기로.",TRUE,3,FALSE,주말,아침,5
review_0109,macao_cookie_03,베이크포레 연무장,저장만백개,83,TRUE,불만족,FALSE,,TRUE,1,TRUE,주말,오후,15
